OverallRating,ReviewHeader,ReviewBody,cleaned_review,SeatComfort
1,"""decided to avoid BA from now on""","I’ve been flying with BA for years and never had any issues. I recently had to arrange to have surgery in Budapest and naturally wanted to fly BA. So I booked my flights from BHD to BUD via LHR online on their site. Once booked I informed the hospital and confirmed my appointment. The very next day I received an email from BA telling me they had cancelled my flight to BUD but not to worry as they had moved me to an earlier (a much earlier) flight the same day. Only problem was this earlier flight departed around two hours before my flight from BHD arrived. I would have thought that this would have flashed up on their system as being an issue, but seemingly not… *interlude* To get into Hungary during covid one needs a valid reason, with medical treatment being one. I had to fill in a very confusing form on the Hungarian police website that was a confusing mix of Hungarian and pidgin English. Anyway form filled in with flight numbers etc, emailed to the authorities there and exemption granted. So I took the earlier flight but this meant I had to fly into London the previous evening and stay overnight in a hotel. So operation booked, hotel booked, airport transfers booked immigration papers amended and re sent and admiration granted and flights re booked, what could go wrong? Around three weeks before I was due to travel, BA, rather unsportingly, decided to cancel my flight to BUD again. Needless to say I was furious. I complained to BA customer services and was given a stock excuse about covid disrupting air travel. Great excuse, only having looked at BUD arrivals info, Ryanair had been flying there once daily for at least the preceding several months. So BA’s covid excuse rang somewhat hollow. Epilogue: I got refunded most of my money from the flights I booked with BA, although they refused to refund my BHD - LHR flights because who knows? I also lost the money I had spent on a hotel and half of the money I had spent on booking airport transfers. Given the cavalier attitude BA seem to have to bookings and their indifference to ruining weeks of preparation on my part and the fact that I lost a not inconsiderable sum of money, I’ve decided to avoid BA from now on.",I’ve been flying with years never issues recently arrange have surgery Budapest naturally wanted booked flights from online their site Once booked informed hospital confirmed appointment very next received email from telling they cancelled flight worry they moved earlier much earlier flight same Only problem this earlier flight departed around hours before flight from arrived would have thought that this would have flashed their system being issue seemingly not… interlude into Hungary during covid needs valid reason with medical treatment being fill very confusing form Hungarian police website that confusing Hungarian pidgin English Anyway form filled with flight numbers emailed authorities there exemption granted took earlier flight this meant into London previous evening stay overnight hotel operation booked hotel booked airport transfers booked immigration papers amended sent admiration granted flights booked what could wrong Around three weeks before travel rather unsportingly decided cancel flight again Needless furious complained customer services given stock excuse about covid disrupting travel Great excuse only having looked arrivals info Ryanair been flying there once daily least preceding several months BA’s covid excuse rang somewhat hollow Epilogue refunded most money from flights booked with although they refused refund flights because knows also lost money spent hotel half money spent booking airport transfers Given cavalier attitude seem have bookings their indifference ruining weeks preparation part fact that lost inconsiderable money I’ve decided avoid from,1
4,"""uncomfortable, miserly experience ""","I usually avoid BA because of its appalling customer service and sneaky extra charges, but this flight was my only option. Note that BA actually charges for seat pre-selection in biz class -- 100 UK pounds in this case! Does any other airline in the world dare do that? I saved the money and waited until checkin to choose my seat for free. The seats were BA's universally derided, cramped 6-across back-to-front configuration, where you stare into the face of your seat mate an arm's length away. No other airline ever came up with this awkward arrangement --- I wonder why? No preflight drink was offered. At meal time I selected one of the three main offerings, only to be told it wasn't available -- even though there were only 3 people in my 16 seat biz section. The seat area has practically no storage except a tiny drawer at ankle level that is inaccessible when the seat is in lie flat position. The ""bed"" is the narrowest I have experienced in biz class, and is also very hard. The cabin was very cold and the blanket very thin; I had to raid blankets from two other seats just to stay warm. The amenity kit is the smallest I've ever seen in biz class -- it fits in the palm of the hand. All in all, this uncomfortable, miserly experience is hardly worth the £5,727 that BA charges for this route. I used miles to pay for my ticket -- but of course got whacked with BA's unique and notorious ""fuel surcharge"" fee of $636 for using miles.",usually avoid because appalling customer service sneaky extra charges this flight only option Note that actually charges seat preselection class pounds this case Does other airline world dare that saved money waited until checkin choose seat free seats were universally derided cramped 6across backtofront configuration where stare into face your seat mate arms length away other airline ever came with this awkward arrangement wonder preflight drink offered meal time selected three main offerings only told wasnt available even though there were only people seat section seat area practically storage except tiny drawer ankle level that inaccessible when seat flat position narrowest have experienced class also very hard cabin very cold blanket very thin raid blankets from other seats just stay warm amenity smallest ever seen class fits palm hand this uncomfortable miserly experience hardly worth that charges this route used miles ticket course whacked with unique notorious fuel surcharge using miles,1
1,"""going in circles to avoid issuing any voucher""","BA cancelled flight in Dec 2020. Refund was promised in voucher form by call center. We are now 6 months down the line, 13 calls of which each is 40 min waiting time, and 16 email reminders. Conclusion is that they are just going in circles to avoid issuing any voucher. Head of call center is keeping to her empty promises.",cancelled flight Refund promised voucher form call center months down line calls which each waiting time email reminders Conclusion that they just going circles avoid issuing voucher Head call center keeping empty promises,3
4,"""I would need to call up to rebook""",Ok flight apart from they cancelled the majority of the outbound and crammed everybody on one flight. After having my return cancelled 3 times I opted for a voucher so I could rebook a new route. I had not been informed before requesting the “E-voucher” and I would need to call up to rebook (I’m in a different country and the phone tariffs are extortion). So not only was my flight cancelled 3 times I wasn’t offered an option to rebook a new flight online I was inconvenienced every step of the way.,flight apart from they cancelled majority outbound crammed everybody flight After having return cancelled times opted voucher could rebook route been informed before requesting “Evoucher” would need call rebook different country phone tariffs extortion only flight cancelled times wasn’t offered option rebook flight online inconvenienced every step,2
1,"""had my flight cancelled on 3 occasions""","Absolutely appalling experience. British Airways, unfortunately, has lowered it's standards and to my dismay, I've been recently having a much better flying experience with budget airlines rather than BA. Customer service representatives are completely clueless, unprofessional and not bothered.  I recently had my flight cancelled on 3 occasions and the staff weren't interested in helping me return home.",Absolutely appalling experience British Airways unfortunately lowered standards dismay been recently having much better flying experience with budget airlines rather than Customer service representatives completely clueless unprofessional bothered recently flight cancelled occasions staff werent interested helping return home,1
1,"""A poor show with BA""","Had booked the above mentioned flight. But the travel restrictions changed a week before the travel dates. The airline didn’t notify me until I learned that I could not fly with the airlines only at the airport when I went for check-in. It was a single ticket with the company and they said they didn't realise I was flying from Canada to India via London. The restrictions didn't allow any via flights but were ok with direct ones. When I booked a single ticket from Canada to India, how come they didn't realise I couldn't fly? No refund at all. Gave me a credit for me to travel anytime in the next two years, but I don't have any travel plans for the next two years. That means my money is gone? When talking to representatives, they ridiculously put everything on the website agents which was 'Onetravel'. The worst experience ever with an airline. Am a frequent flyer, was trying BA for the first time but now I guess I am never going to fly with you. On my return journey, the other flight gave me a full refund when the new travel restrictions didn't allow them to take me. A poor show with BA.",booked above mentioned flight travel restrictions changed week before travel dates airline didn’t notify until learned that could with airlines only airport when went checkin single ticket with company they said they didnt realise flying from Canada India London restrictions didnt allow flights were with direct ones When booked single ticket from Canada India come they didnt realise couldnt refund Gave credit travel anytime next years dont have travel plans next years That means money gone When talking representatives they ridiculously everything website agents which Onetravel worst experience ever with airline frequent flyer trying first time guess never going with return journey other flight gave full refund when travel restrictions didnt allow them take poor show with,1
1,"""promised to give me compensation""","My return flight from Antigua to London was cancelled 2 times. When I call to BA several times their computer system didn’t work and they couldn’t issue new ticket, as the result I had to pay airport price for baggage, as I couldn’t pay online without ticket. They promised to give me compensation of hotel stay, food and travel if complete online form. When I done it, I was asked to submit expenses, but link provided was to lost baggage expenses, not what I claimed. I replied that link is wrong and asked for correct link. They replied that they wouldn’t compensate anything. ",return flight from Antigua London cancelled times When call several times their computer system didn’t work they couldn’t issue ticket result airport price baggage couldn’t online without ticket They promised give compensation hotel stay food travel complete online form When done asked submit expenses link provided lost baggage expenses what claimed replied that link wrong asked correct link They replied that they wouldn’t compensate anything,2
4,"""passengers with masks below nose""","Dubai to London on 5th December. Flight was ok - seat comfortable enough, crew reasonably friendly but my food was gross.  Both flights almost full with little social distancing and plenty of mixed groups sat next to each other. Lots of passengers with masks below nose or not on at all. When coming back to Heathrow many seemed to have below their nose. Announcement made at the beginning about masks. Crew challenged a couple of people at beginning of flight for not having them on or below nose but seemed to give up at the end. When leaving plane good number had already taken off yet nothing. On way back not a single maskless or incorrectly worn mask challenged. A guy opposite me had his mask below nose the whole flight. He had a conversation with several attendants neither of whom said anything.  Not like the crew were busy either, did 2 services the whole flight then rest of the time didn’t see them. Of course flying in these times is a risk but those risks can be reduced by passengers wearing masks, enforced by the airlines.",Dubai London December Flight seat comfortable enough crew reasonably friendly food gross Both flights almost full with little social distancing plenty mixed groups next each other Lots passengers with masks below nose When coming back Heathrow many seemed have below their nose Announcement made beginning about masks Crew challenged couple people beginning flight having them below nose seemed give When leaving plane good number already taken nothing back single maskless incorrectly worn mask challenged opposite mask below nose whole flight conversation with several attendants neither whom said anything like crew were busy either services whole flight then rest time didn’t them course flying these times risk those risks reduced passengers wearing masks enforced airlines,4
1,"""told that the check-in had closed""","We had a flight to Santorini from LHR at 8:10am. As the flight was full, we had to check in all our luggage. We arrived at the airport at 7:00am, and the queue for check-in was incredibly long because some desks were closed. It took us over 40 minutes to arrive to a desk, and when we arrived we were told that the check-in had closed (at 7:25am) and that we had missed the flight. British Airways staff did not offer us to jump the queue at anytime. The lady at the desk booked us on a flight to Athens instead, telling us that the costs to reach Santorini would be reimbursed. We had to book two tickets worth £200 for a flight to Santorini on the same day. We have just received a response from the Customer Relations service telling us that we would get nothing. ",flight Santorini from 810am flight full check luggage arrived airport 700am queue checkin incredibly long because some desks were closed took over minutes arrive desk when arrived were told that checkin closed 725am that missed flight British Airways staff offer jump queue anytime lady desk booked flight Athens instead telling that costs reach Santorini would reimbursed book tickets worth flight Santorini same have just received response from Customer Relations service telling that would nothing,4
1,"""I filed a claim""","My flight from Los Angeles to Paris via London was delayed due to late inbound aircraft due to mechanical and so I missed my connexion in London and arrived in Paris 3'25"" late and missed my onward connexion on Air France and had to overnight on my own dime in Paris. I applied for compensation lawfully due me through EC261 but their customer relations department refused by carelessly determining that my flight had arrived in London under the 3-hour delay window for compensation even though my final was clearly Paris and their CR agent acknowledged this. After I pointed out the error she ignored me so I filed a claim with the Centre for Effective Dispute Resolution and BA sent them a defences. They claim I traveled on AF65 and arrived in London ahead of schedule. The truth is that BA at LAX rebooked and reticketed me on that flight however AF refused to accept me and my baggage unless I paid them a surcharge. So, BA then rebooked me on flights to have me arrive very late into Paris and misconnect and have to overnight there. I do not know which is more shocking that BA would lie to the authorities in order to support their indefensible position or that their agents do not know how to read a passenger name record's air history.",flight from Angeles Paris London delayed late inbound aircraft mechanical missed connexion London arrived Paris late missed onward connexion France overnight dime Paris applied compensation lawfully through EC261 their customer relations department refused carelessly determining that flight arrived London under 3hour delay window compensation even though final clearly Paris their agent acknowledged this After pointed error ignored filed claim with Centre Effective Dispute Resolution sent them defences They claim traveled AF65 arrived London ahead schedule truth that rebooked reticketed that flight however refused accept baggage unless paid them surcharge then rebooked flights have arrive very late into Paris misconnect have overnight there know which more shocking that would authorities order support their indefensible position that their agents know read passenger name records history,2
2,"""lack of social distancing""","I was deeply unimpressed with the lack of social distancing on my flight. The plane to London was 90% or more full, and no social distancing could be applied. A number of people wearing face masks incorrectly (over mouth or as a chinstrap) throughout the flight, and there was a fair amount of time when masks were off for the free snack (small bag of crisps and 250ml of water).  It seems crazy to allow a considerate amount of time with masks off or inappropriately worn in such a small space with no safe distance whatsoever. Also, only the absolute minimum of service which, given COVID, is understandable but makes the flight really boring - or not, since some excitement was provided by turbulence, with very little information from the flight deck. Disembarkation was chaotic to say the least but Terminal 5 was empty and vast enough to allow to finally distance. An upgrade for 89 Euros one was was available but it didn't seem to make sense. At least they departed on time and the plane appeared reasonably clean.",deeply unimpressed with lack social distancing flight plane London more full social distancing could applied number people wearing face masks incorrectly over mouth chinstrap throughout flight there fair amount time when masks were free snack small crisps 250ml water seems crazy allow considerate amount time with masks inappropriately worn such small space with safe distance whatsoever Also only absolute minimum service which given COVID understandable makes flight really boring since some excitement provided turbulence with very little information from flight deck Disembarkation chaotic least Terminal empty vast enough allow finally distance upgrade Euros available didnt seem make sense least they departed time plane appeared reasonably clean,1
2,"""have to call to redeem the voucher""","Due to the coronavirus situation, I bought a return ticket back to my home country (Singapore) from London (where I currently reside) because the first wave of Asia in March was done. I was due to fly back to London on 25th August 2020 and my flight got cancelled. Before my flight cancellation, I got an email from the airline that I could apply for a voucher if my flight ever got cancelled, so I applied for an online voucher. But I was told that I am not eligible to get a voucher because I have done the London to Singapore leg. A month later, I tried again to redeem for a voucher and somehow I was successful. But to redeem the voucher I have to call to redeem the voucher (which I think it is a complete joke) and I was put on hold for many hours.",coronavirus situation bought return ticket back home country Singapore from London where currently reside because first wave Asia March done back London 25th August flight cancelled Before flight cancellation email from airline that could apply voucher flight ever cancelled applied online voucher told that eligible voucher because have done London Singapore month later tried again redeem voucher somehow successful redeem voucher have call redeem voucher which think complete joke hold many hours,
1,"""Service is non-existent""",British Airways canceled my flight to London on June 3 due to COVID-19. It is July 23 and they still have not refunded my money. I've reached out to executives after trying the usual customer service path. Nothing has worked. They will not call me and will not provide me any resolution. They are blatantly ignoring emails asking for help. Avoid British Airways. Service is non-existent and they will keep your money. They are keeping almost $3000US of our money.,British Airways canceled flight London June COVID19 July they still have refunded money reached executives after trying usual customer service path Nothing worked They will call will provide resolution They blatantly ignoring emails asking help Avoid British Airways Service nonexistent they will keep your money They keeping almost 3000US money,
1,"""BA has failed completely""","London to Frankfurt. I made the mistake of exchanging my April flights with BA for a voucher, because of the travel disruption due to the pandemic. Big mistake. BA has failed completely and does not seem to care. I tried to book an August flight using the voucher, but frlights cannot be booked online using a voucher. You have to wait for hours on the phone to speak to someone. Customer service tried to charge me twice the original cost. Then no email confirmation for hours, after I chased it up (another long wait on hold). Email confirmation showed they had booked the wrong outbound date - service supervisor denied any error on their part and refused to rebook for correct date or give a refund. A few days later I started all over again and booked an alternative outbound date (still not the one I wanted, but better) - And 3 weeks later, BA cancelled the return flight! So I Called for a refund to be told ""If it hasn't appeared in my account after 21 days, to get back in touch"".  Things go wrong. It's how you deal with problems that mark out good customer service. BA hasn't a clue!",London Frankfurt made mistake exchanging April flights with voucher because travel disruption pandemic mistake failed completely does seem care tried book August flight using voucher frlights cannot booked online using voucher have wait hours phone speak someone Customer service tried charge twice original cost Then email confirmation hours after chased another long wait hold Email confirmation showed they booked wrong outbound date service supervisor denied error their part refused rebook correct date give refund days later started over again booked alternative outbound date still wanted better weeks later cancelled return flight Called refund told hasnt appeared account after days back touch Things wrong deal with problems that mark good customer service hasnt clue,
1,"""This is appalling business practice!""","BA cancelled my flight to Lyon, March/April 2020, because of the Corona crisis. I could not obtain a refund, as the BA website and telephone service made this impossible, it just sent me round in circles. So I opted for a Future Travel Voucher, as this could be obtained via the website. I have now tried to use the voucher for a flight to Munich, and was informed by the website that I have to call BA for this. The Silver card member phone number is inaccessible, as BA has reduced telephone access to one number. I have now called this number five times, each time I was told to call at another time, as 'in these difficult times, they had to protect staff'. This is exactly the same message that I received the many times I called for a refund. Is BA not honouring their voucher system, trying to fob off customers and keep their money? This is appalling business practice!",cancelled flight Lyon MarchApril because Corona crisis could obtain refund website telephone service made this impossible just sent round circles opted Future Travel Voucher this could obtained website have tried voucher flight Munich informed website that have call this Silver card member phone number inaccessible reduced telephone access number have called this number five times each time told call another time these difficult times they protect staff This exactly same message that received many times called refund honouring their voucher system trying customers keep their money This appalling business practice,1
1,""" Total rip off""",Total rip off. British Airways cancels flights due to Pandemic Covid 19. When i use the voucher they issued me they want me to pay a additional $1000 for a first class seat. British Airways way to rip people off and profit from a world pandemic. ,Total British Airways cancels flights Pandemic Covid When voucher they issued they want additional first class seat British Airways people profit from world pandemic,
1,"""tickets should have been refunded""","I booked a trip to Spain for mid-March 2020 with American Airlines, British Airways and Iberia. I needed to cancel this flight due to the pandemic and travel ban to Europe that began in March. I was able to change my flight at no cost, which is great, but given the fact that my flight left the day the travel ban began, those tickets should have been refunded. If I were to have boarded that flight, I would have been quarantined in Europe and would have faced a mandatory quarantine upon re-entry to the US IF I were able to return at all. The fact that British Airways did not cancel this flight is beyond me since I do not know who in their right mind would have traveled to Spain with the travel ban enforced. The response I received from British Airways is that it does not matter the reason, unless they cancel the flight, no refund or voucher is available. I'm very disappointed in the response from them during a global pandemic and will not book another flight with them.",booked trip Spain midMarch with American Airlines British Airways Iberia needed cancel this flight pandemic travel Europe that began March able change flight cost which great given fact that flight left travel began those tickets should have been refunded were have boarded that flight would have been quarantined Europe would have faced mandatory quarantine upon reentry were able return fact that British Airways cancel this flight beyond since know their right mind would have traveled Spain with travel enforced response received from British Airways that does matter reason unless they cancel flight refund voucher available very disappointed response from them during global pandemic will book another flight with them,
1,"""unable to offer a full refund""","I booked London to Tel Aviv in Jan 2020, to attend a school reunion. I booked economy. BA then sent me an upgrade offer which i accepted at an additional £500. So I would fly Premium in the new plane. Covid hit and they cancelled the flight. No fault of theirs. Their subsequent behaviour, was all their fault! After a mammoth effort to contact them, i was offered a full refund. This took months and many calls to get, and they deducted £150 as a service fee for the upgrade. Calls and e-mails all result in the same robotic response. As you made a post booking change we are unable to offer a full refund. ",booked London Aviv attend school reunion booked economy then sent upgrade offer which accepted additional would Premium plane Covid they cancelled flight fault theirs Their subsequent behaviour their fault After mammoth effort contact them offered full refund This took months many calls they deducted service upgrade Calls emails result same robotic response made post booking change unable offer full refund,
1,"""withholding my money""","This company is withholding my money after cancelling my flight due to the pandemic and have issued me a voucher. Even though I called to explain why a voucher is useless since we are under a travel bane. Initially, they had said no refunds, the only thing to do was get a voucher. After we had ordered they announce you can get refund if flight is cancelled and you don’t have voucher. ",This company withholding money after cancelling flight pandemic have issued voucher Even though called explain voucher useless since under travel bane Initially they said refunds only thing voucher After ordered they announce refund flight cancelled don’t have voucher,
1,"""all about money with them""",Tokyo to London. 12 hours without anything to eat because the sandwich I was given was inedible. There was no bar service and soft drinks were pitiful with orange running out after a matter of hours. Total waste of money having paid for Premium Economy. I am aware it was the beginning of the Covid19 issues but the situation was appalling and has been made worse by a total lack of follow up service from British Airways. Their attitude is unacceptable - it is all about money with them. ,Tokyo London hours without anything because sandwich given inedible There service soft drinks were pitiful with orange running after matter hours Total waste money having paid Premium Economy aware beginning Covid19 issues situation appalling been made worse total lack follow service from British Airways Their attitude unacceptable about money with them,3
1,"""arrived 3 hrs 25 mins late""",Flight BA 282 on 11 February was delayed 173 mins due to mechanical in London and so I misconnected at London Heathrow and arrived 3 hrs 25 mins late. I requested compensation and was refused - for three e-mails they told me my flight to London was delayed 173 mins (under the 180 mins floor) and I continued to reply that I did not fly to London but to Paris and arrived 205 mins late. Then they started writing that I was able to make my original connexion which is untrue. I don't know whether to fault their greed at persisting in this lie or their incompetence.,Flight February delayed mins mechanical London misconnected London Heathrow arrived mins late requested compensation refused three emails they told flight London delayed mins under mins floor continued reply that London Paris arrived mins late Then they started writing that able make original connexion which untrue dont know whether fault their greed persisting this their incompetence,3
1,"""never use this airline again""","I flew with BA recently from Sydney to London, deciding to return back home from travelling due to the coronavirus situation. The first ticket I booked with them was via Hong Kong. After booking, HK closed it's borders so I could no longer get this flight. I rang up BA who advised that the HK flight was not yet cancelled on the system so they couldn't yet book me onto a new flight yet. The customer service agent assured me he would ring me back at 11am the next day as it would be cancelled on the system by then and he would tell me what flight BA would be putting me on as a replacement. 11am came and went the next day and I had not received a phone call. I tried ringing to find out what was going on and was on hold for 5 hours and still no one answered! I decided to book myself onto another flight as there were hardly any left available and I didn't want to end up stuck in Australia. I had not received the promised phone call or even an email to tell me what my replacement flight would be so felt I had no other choice. When I got back home I raised this with BA. They told me that I was supposed to process an 'involuntary change' to get a replacement flight - that is not what the customer agent advised me! I'd never even heard that term before. He simply said BA would sort it out and put me on a replacement flight, he didn't say I had to do anything. So now because I was given the incorrect advice, I am out of pocket by a considerable amount. I raised it with the BA complaints team that I had been advised incorrectly and if I had been told I needed to do an involuntary change myself I would have done so. They were extremely unhelpful and just said that they don't know why I was advised incorrectly and there is nothing they can do about it. When I said that wasn't good enough they basically just fobbed me off and told me to go to a third party adjudicator if I wanted but they were not prepared to do anything.  I will never use this airline again.",flew with recently from Sydney London deciding return back home from travelling coronavirus situation first ticket booked with them Hong Kong After booking closed borders could longer this flight rang advised that flight cancelled system they couldnt book onto flight customer service agent assured would ring back 11am next would cancelled system then would tell what flight would putting replacement 11am came went next received phone call tried ringing find what going hold hours still answered decided book myself onto another flight there were hardly left available didnt want stuck Australia received promised phone call even email tell what replacement flight would felt other choice When back home raised this with They told that supposed process involuntary change replacement flight that what customer agent advised never even heard that term before simply said would sort replacement flight didnt anything because given incorrect advice pocket considerable amount raised with complaints team that been advised incorrectly been told needed involuntary change myself would have done They were extremely unhelpful just said that they dont know advised incorrectly there nothing they about When said that wasnt good enough they basically just fobbed told third party adjudicator wanted they were prepared anything will never this airline again,1
2,"""avoid BA as much as possible""","During the time of Covid-19 it is normal, that a airline has to cancel their flight. I’m ok with that, also when it means that I had to reorganize a few things. What’s definitely is not okay is the compensation via voucher - you can’t use their voucher online or for a cheap flight - on the hotline they offer you no online fare and just way more expensive prices! So stay far away from their voucher. For me as a regular traveler I will avoid BA as much as possible in the future. I even won’t use my miles with BA...",During time Covid19 normal that airline cancel their flight with that also when means that reorganize things What’s definitely okay compensation voucher can’t their voucher online cheap flight hotline they offer online fare just more expensive prices stay away from their voucher regular traveler will avoid much possible future even won’t miles with,
1,"""laptop was left inside the flight""","Just before the borders were closed in South Africa due to Corona Virus, I went to the Airport to find out if the flight scheduled will fly as planned, there was no international flight customer service staff available so I was not able to get a response, the only number available was a UK number which will cost me more than a flight to enquire. Next day I managed to get on board the flight. Sadly due to my fault, I forgot my laptop inside the Aircraft on arrival to terminal 5. I was one of the last passengers to leave the plane. I realised my mistake after I passed security and I was not allowed back into the Airport to collect my laptop which is fair enough and I understand why I could not go back to the Aircraft. They gave me a number to call and I have been calling the number since March, so far it has been zero positive response because they are using a third party company to help you which has zero interest to help you find your lost items. Basically BA does not have means in place for passengers to find their items. My laptop was left inside the flight hence it is impossible for crew staff and cleaning staff to not find it hence I just can not understand how they can not find it bearing in mind it was 100% left inside the plane. Lessons learned, avoid if you can. ",Just before borders were closed South Africa Corona Virus went Airport find flight scheduled will planned there international flight customer service staff available able response only number available number which will cost more than flight enquire Next managed board flight Sadly fault forgot laptop inside Aircraft arrival terminal last passengers leave plane realised mistake after passed security allowed back into Airport collect laptop which fair enough understand could back Aircraft They gave number call have been calling number since March been zero positive response because they using third party company help which zero interest help find your lost items Basically does have means place passengers find their items laptop left inside flight hence impossible crew staff cleaning staff find hence just understand they find bearing mind left inside plane Lessons learned avoid,2
1,"""worst sort of management bureaucracy""","At check-in desk at T5 Heathrow was told by BA staff that Sweden only allowing Swedish nationals into country. This was contrary to advice on Swedish Government website.  I rang the border control office at Arlanda airport. They confirmed that EU/EFTA/EEA & UK nationals were clear to enter the country. I offered the phone to BA staff to clear up any confusion. They declined and then changed their story saying it was their own company policy. I spent the next hour trying to get through to BA on the telephone for a refund. The calls were being disconnect due to high call volumes.  BA standard of service compared to the other major European airlines was dishonest and obstructive. Furthermore if the other airlines can provide customer support on the telephone or via email at this time BA should be able to do the same. While in-flight staff at BA are still terrific, they are let down by the worst sort of management bureaucracy.",checkin desk Heathrow told staff that Sweden only allowing Swedish nationals into country This contrary advice Swedish Government website rang border control office Arlanda airport They confirmed that EUEFTAEEA nationals were clear enter country offered phone staff clear confusion They declined then changed their story saying their company policy spent next hour trying through telephone refund calls were being disconnect high call volumes standard service compared other major European airlines dishonest obstructive Furthermore other airlines provide customer support telephone email this time should able same While inflight staff still terrific they down worst sort management bureaucracy,
3,"""lies and lack of informatio""","A journey of 2 halves. Before hand, multiple lies and lack of information from the BA website. They cancelled my flight but they weren't honest about what they had done and lied. They claimed that I could re-book and showed lots of flights - none were in fact scheduled to fly but BA claimed that they were full. Then my return booking completely disappeared and the website claimed that ""all journeys complete"". Website at no point gave any indication about how difficult it was getting to fly from the USA to UK. Impossible to get through to BA in London. USA BA much better - a total wait of 1 hour 40 minutes to make 2 calls. Staff at the call centre efficient and helpful. Chaos at Chicago as most passengers had American issued boarding passes for the BA flight to London and BA weren't accepting those boarding passes. No explanation for the change in policy. Everyone I saw merely handed in the American boarding pass and was given a BA boarding pass. On the plane the staff were excellent - as usual. Food was good - verging on very good. Breakfast a little small but tasty. I even got a 2nd cup of tea! Journey smooth with some sleep. I stopped flying BA for 10 years because the head office is so poor - the staff on the ground are good but BA as an organisatiion comes over as badly managed: e.g. over securing client's data, telling passengers what is going on, running a decent frequent flier programme, design of the business cabin (stepping over the legs of the next passenger to go to the loo!) and so on. I only fly BA because of the lack of choice on most routes - whenever there is an alternative I try that (not American Airlines which somehow is consistently poorer than BA).",journey halves Before hand multiple lies lack information from website They cancelled flight they werent honest about what they done lied They claimed that could rebook showed lots flights none were fact scheduled claimed that they were full Then return booking completely disappeared website claimed that journeys complete Website point gave indication about difficult getting from Impossible through London much better total wait hour minutes make calls Staff call centre efficient helpful Chaos Chicago most passengers American issued boarding passes flight London werent accepting those boarding passes explanation change policy Everyone merely handed American boarding pass given boarding pass plane staff were excellent usual Food good verging very good Breakfast little small tasty even Journey smooth with some sleep stopped flying years because head office poor staff ground good organisatiion comes over badly managed over securing clients data telling passengers what going running decent frequent flier programme design business cabin stepping over legs next passenger only because lack choice most routes whenever there alternative that American Airlines which somehow consistently poorer than,3
1,"""understand the turmoil caused by Covid-19""","I flew to Vancouver mid March to see my mother, then in hospital. Three days after arrival my mother passed away and I subsequently needed tochange my return flight to be able to attend her funeral. I tried to manage my booking online, as BA suggest. But, because I had bought a package that included car hire the BA site said I was unable to change this online and I had to call their customer services. I spent over 19 hours hanging on a telephone trying to call the numbers listed online.  I set up conversations Facebook and Twitter, they went unanswered. On the second day of my telephone ordeal I actually called a different number and spoke to a guy in ‘holidays’ who said he couldn’t help me either but that he would try and add me to the queue for the help line. When this was finally answered after another hour and a half of waiting I managed to blurt out my Ref number, nothing else… before that call was disconnected. Thankfully the one person I had briefly spoken to in the Duty office that night then emailed me back and I was able to have a conversation about my need to change flight. This change took about 10-15 minutes over a few emails. But the person helping me couldn’t extend the car hire because the vehicle had already been collected. The only way this could be managed would be by myself calling the car hire company. But two days previously, when I tried to manage my booking online I was told I couldn’t do this because I had bought a package and that this could only be done by BA. I do totally understand the turmoil caused by Covid-19, but never again BA.",flew Vancouver March mother then hospital Three days after arrival mother passed away subsequently needed tochange return flight able attend funeral tried manage booking online suggest because bought package that included hire site said unable change this online call their customer services spent over hours hanging telephone trying call numbers listed online conversations Facebook Twitter they went unanswered second telephone ordeal actually called different number spoke ‘holidays’ said couldn’t help either that would queue help line When this finally answered after another hour half waiting managed blurt number nothing else… before that call disconnected Thankfully person briefly spoken Duty office that night then emailed back able have conversation about need change flight This change took about minutes over emails person helping couldn’t extend hire because vehicle already been collected only this could managed would myself calling hire company days previously when tried manage booking online told couldn’t this because bought package that this could only done totally understand turmoil caused Covid19 never again,
1,"""such deceitful practices""","I have a booking for March 19th, London Heathrow to Valencia, and BA still show this flight as operating and are not providing any refund option. The BA website was updated on 17 March to state ""We’re working closely with the Foreign & Commonwealth Office (FCO) to continue flying, where travel restrictions allow and where it is safe to do so."" I then checked the FCO website that was also updated on 17 March and it states: ""The Foreign and Commonwealth Office (FCO) advises against all but essential travel to Spain."" So it is clear that BA deem it ""safe"" to fly to Spain despite the FCO statement. I know the airline is suffering, like the rest of UK industry and business, but how can they get away with such deceitful practices. It is clear they are expecting customers to change their booking to the future and keep the funds, and are not complying with the British FCO advisory. Is this actually legal?",have booking March 19th London Heathrow Valencia still show this flight operating providing refund option website updated March state We’re working closely with Foreign Commonwealth Office continue flying where travel restrictions allow where safe then checked website that also updated March states Foreign Commonwealth Office advises against essential travel Spain clear that deem safe Spain despite statement know airline suffering like rest industry business they away with such deceitful practices clear they expecting customers change their booking future keep funds complying with British advisory this actually legal,
